5.105564,0.000000
3.920592,0.001000
2.673857,0.002000
1.384831,0.003000
0.072906,0.004000
-1.239588,0.005000
-2.533521,0.006000
-3.786983,0.007000
-4.981759,0.008000
-6.097736,0.009000
-7.118414,0.010000
-8.026507,0.011000
-8.809057,0.012000
-9.451513,0.013000
-9.946326,0.014000
-10.283893,0.015000
-10.460599,0.016000
-10.471636,0.017000
-10.318393,0.018000
-10.002977,0.019000
-9.529766,0.020000
-8.906188,0.021000
-8.142623,0.022000
-7.251478,0.023000
-6.245811,0.024000
-5.142046,0.025000
-3.957010,0.026000
-2.710130,0.027000
-1.420497,0.028000
-0.109587,0.029000
1.203544,0.030000
2.497015,0.031000
3.750487,0.032000
4.945219,0.033000
6.061512,0.034000
7.082082,0.035000
7.990507,0.036000
8.772089,0.037000
9.415832,0.038000
9.910621,0.039000
10.248557,0.040000
10.424982,0.041000
10.435898,0.042000
10.283164,0.043000
9.967739,0.044000
9.494314,0.045000
8.870993,0.046000
8.107428,0.047000
7.216104,0.048000
6.210529,0.049000
5.106419,0.050000
3.921665,0.051000
2.675018,0.052000
1.386065,0.053000
0.074246,0.054000
-1.238734,0.055000
-2.531860,0.056000
-3.786114,0.057000
-4.980170,0.058000
-6.096876,0.059000
-7.117709,0.060000
-8.025531,0.061000
-8.807570,0.062000
-9.451168,0.063000
-9.946243,0.064000
-10.284340,0.065000
-10.460162,0.066000
-10.471991,0.067000
-10.318830,0.068000
-10.002822,0.069000
-9.529679,0.070000
-8.906781,0.071000
-8.143769,0.072000
-7.252221,0.073000
-6.246545,0.074000
-5.142653,0.075000
-3.958380,0.076000
-2.711136,0.077000
-1.422294,0.078000
-0.110786,0.079000
1.202334,0.080000
2.495970,0.081000
3.749544,0.082000
4.944058,0.083000
6.060992,0.084000
7.081446,0.085000
7.989817,0.086000
8.772006,0.087000
9.415686,0.088000
9.910252,0.089000
10.247634,0.090000
10.424292,0.091000
10.435757,0.092000
10.283033,0.093000
9.967224,0.094000
9.494722,0.095000
8.871387,0.096000
8.108444,0.097000
7.216677,0.098000
6.211554,0.099000
5.107298,0.100000
3.922991,0.101000
2.676072,0.102000
1.386599,0.103000
0.075218,0.104000
-1.237310,0.105000
-2.530912,0.106000
-3.784773,0.107000
-4.979641,0.108000
-6.096279,0.109000
-7.116694,0.110000
-8.024968,0.111000
-8.806929,0.112000
-9.450250,0.113000
-9.945442,0.114000
-10.284282,0.115000
-10.459924,0.116000
-10.471792,0.117000
-10.318296,0.118000
-10.003259,0.119000
-9.530262,0.120000
-8.907509,0.121000
-8.144124,0.122000
-7.252824,0.123000
-6.247628,0.124000
-5.143678,0.125000
-3.959153,0.126000
-2.712302,0.127000
-1.423538,0.128000
-0.112409,0.129000
1.201095,0.130000
2.494722,0.131000
3.748456,0.132000
4.943076,0.133000
6.059782,0.134000
7.080557,0.135000
7.989482,0.136000
8.771171,0.137000
9.414351,0.138000
9.909718,0.139000
10.248980,0.140000
10.424176,0.141000
10.436311,0.142000
10.283111,0.143000
9.968302,0.144000
9.495349,0.145000
8.872198,0.146000
8.109002,0.147000
7.217644,0.148000
6.212186,0.149000
5.108275,0.150000
3.923438,0.151000
2.677195,0.152000
1.387998,0.153000
0.076578,0.154000
-1.235877,0.155000
-2.529693,0.156000
-3.784161,0.157000
-4.978864,0.158000
-6.095555,0.159000
-7.116102,0.160000
-8.024006,0.161000
-8.806958,0.162000
-9.450492,0.163000
-9.945432,0.164000
-10.284014,0.165000
-10.460439,0.166000
-10.471962,0.167000
-10.319243,0.168000
-10.003643,0.169000
-9.531297,0.170000
-8.907772,0.171000
-8.145270,0.172000
-7.254024,0.173000
-6.248609,0.174000
-5.144548,0.175000
-3.960149,0.176000
-2.713832,0.177000
-1.424403,0.178000
-0.113337,0.179000
1.200347,0.180000
2.493605,0.181000
3.747655,0.182000
4.942270,0.183000
6.059117,0.184000
7.079994,0.185000
7.987888,0.186000
8.771020,0.187000
9.414963,0.188000
9.909397,0.189000
10.247775,0.190000
10.424331,0.191000
10.436359,0.192000
10.283689,0.193000
9.968176,0.194000
9.495058,0.195000
8.872567,0.196000
8.109678,0.197000
7.218285,0.198000
6.213152,0.199000
5.109820,0.200000
3.924876,0.201000
2.678205,0.202000
1.388494,0.203000
0.077190,0.204000
-1.235231,0.205000
-2.529013,0.206000
-3.782660,0.207000
-4.977440,0.208000
-6.094064,0.209000
-7.114940,0.210000
-8.024064,0.211000
-8.805715,0.212000
-9.449375,0.213000
-9.944616,0.214000
-10.283334,0.215000
-10.460371,0.216000
-10.472452,0.217000
-10.319204,0.218000
-10.003609,0.219000
-9.531807,0.220000
-8.908860,0.221000
-8.145246,0.222000
-7.254470,0.223000
-6.249644,0.224000
-5.145801,0.225000
-3.961475,0.226000
-2.714643,0.227000
-1.425763,0.228000
-0.114391,0.229000
1.198492,0.230000
2.491744,0.231000
3.746227,0.232000
4.941400,0.233000
6.057883,0.234000
7.078342,0.235000
7.987772,0.236000
8.769680,0.237000
9.413908,0.238000
9.908824,0.239000
10.247834,0.240000
10.424341,0.241000
10.436257,0.242000
10.283864,0.243000
9.968497,0.244000
9.495927,0.245000
8.873092,0.246000
8.110601,0.247000
7.219742,0.248000
6.213881,0.249000
5.110291,0.250000
3.925789,0.251000
2.679415,0.252000
1.389942,0.253000
0.078647,0.254000
-1.233822,0.255000
-2.527701,0.256000
-3.781761,0.257000
-4.976648,0.258000
-6.093369,0.259000
-7.114047,0.260000
-8.022869,0.261000
-8.805355,0.262000
-9.449589,0.263000
-9.944261,0.264000
-10.283402,0.265000
-10.460230,0.266000
-10.471996,0.267000
-10.319258,0.268000
-10.004080,0.269000
-9.531870,0.270000
-8.909064,0.271000
-8.146621,0.272000
-7.254767,0.273000
-6.249998,0.274000
-5.146680,0.275000
-3.962174,0.276000
-2.715858,0.277000
-1.426657,0.278000
-0.115649,0.279000
1.197506,0.280000
2.491083,0.281000
3.745532,0.282000
4.940137,0.283000
6.057023,0.284000
7.078036,0.285000
7.987286,0.286000
8.769840,0.287000
9.413602,0.288000
9.908265,0.289000
10.247469,0.290000
10.424307,0.291000
10.436427,0.292000
10.283975,0.293000
9.968584,0.294000
9.496258,0.295000
8.874127,0.296000
8.110756,0.297000
7.219669,0.298000
6.214901,0.299000
5.111777,0.300000
3.927052,0.301000
2.680168,0.302000
1.391088,0.303000
0.079910,0.304000
-1.232520,0.305000
-2.526997,0.306000
-3.781120,0.307000
-4.975502,0.308000
-6.091785,0.309000
-7.113104,0.310000
-8.022563,0.311000
-8.804452,0.312000
-9.448365,0.313000
-9.944164,0.314000
-10.283033,0.315000
-10.459735,0.316000
-10.472112,0.317000
-10.319520,0.318000
-10.004721,0.319000
-9.532448,0.320000
-8.909958,0.321000
-8.146767,0.322000
-7.256020,0.323000
-6.250863,0.324000
-5.147438,0.325000
-3.962757,0.326000
-2.716858,0.327000
-1.427439,0.328000
-0.116266,0.329000
1.196583,0.330000
2.490729,0.331000
3.744177,0.332000
4.938889,0.333000
6.055940,0.334000
7.077128,0.335000
7.985663,0.336000
8.769000,0.337000
9.412786,0.338000
9.908503,0.339000
10.247265,0.340000
10.423811,0.341000
10.436442,0.342000
10.284316,0.343000
9.969391,0.344000
9.496928,0.345000
8.874292,0.346000
8.111757,0.347000
7.221515,0.348000
6.215601,0.349000
5.111996,0.350000
3.927878,0.351000
2.681324,0.352000
1.392487,0.353000
0.080668,0.354000
-1.231933,0.355000
-2.525792,0.356000
-3.779803,0.357000
-4.974700,0.358000
-6.091465,0.359000
-7.112414,0.360000
-8.021305,0.361000
-8.804311,0.362000
-9.448039,0.363000
-9.943761,0.364000
-10.282688,0.365000
-10.459895,0.366000
-10.472331,0.367000
-10.319738,0.368000
-10.004755,0.369000
-9.532569,0.370000
-8.910327,0.371000
-8.147845,0.372000
-7.256909,0.373000
-6.252184,0.374000
-5.148852,0.375000
-3.964380,0.376000
-2.718262,0.377000
-1.429056,0.378000
-0.116669,0.379000
1.195232,0.380000
2.489067,0.381000
3.743598,0.382000
4.938345,0.383000
6.055318,0.384000
7.076452,0.385000
7.985231,0.386000
8.768232,0.387000
9.412364,0.388000
9.908600,0.389000
10.246945,0.390000
10.424152,0.391000
10.436685,0.392000
10.284301,0.393000
9.969910,0.394000
9.497006,0.395000
8.874885,0.396000
8.112646,0.397000
7.221972,0.398000
6.216548,0.399000
5.113191,0.400000
3.929039,0.401000
2.682528,0.402000
1.393697,0.403000
0.082072,0.404000
-1.230684,0.405000
-2.524753,0.406000
-3.778885,0.407000
-4.973729,0.408000
-6.090459,0.409000
-7.111870,0.410000
-8.021300,0.411000
-8.803237,0.412000
-9.447675,0.413000
-9.943406,0.414000
-10.282601,0.415000
-10.459230,0.416000
-10.472234,0.417000
-10.320341,0.418000
-10.005498,0.419000
-9.533245,0.420000
-8.911410,0.421000
-8.148443,0.422000
-7.257652,0.423000
-6.253661,0.424000
-5.149454,0.425000
-3.965210,0.426000
-2.718792,0.427000
-1.430081,0.428000
-0.118578,0.429000
1.194309,0.430000
2.487853,0.431000
3.742233,0.432000
4.937718,0.433000
6.054269,0.434000
7.075704,0.435000
7.984755,0.436000
8.767955,0.437000
9.412082,0.438000
9.907969,0.439000
10.246891,0.440000
10.423933,0.441000
10.436757,0.442000
10.284316,0.443000
9.970304,0.444000
9.497759,0.445000
8.875856,0.446000
8.112937,0.447000
7.222667,0.448000
6.217879,0.449000
5.113871,0.450000
3.929666,0.451000
2.683821,0.452000
1.394508,0.453000
0.083107,0.454000
-1.229504,0.455000
-2.523120,0.456000
