0.000000,-8.625243
0.001000,-5.646954
0.002000,-8.809615
0.003000,-4.960137
0.004000,-8.984029
0.005000,-5.472540
0.006000,-9.151006
0.007000,-5.051070
0.008000,-9.307766
0.009000,-5.442247
0.010000,-9.455841
0.011000,-5.046649
0.012000,-9.594895
0.013000,-5.488493
0.014000,-9.724583
0.015000,-4.919905
0.016000,-9.844036
0.017000,-5.824059
0.018000,-9.953831
0.019000,-3.026114
0.020000,-10.054407
0.021000,5.606731
0.022000,-10.144377
0.023000,4.920250
0.024000,-10.225041
0.025000,5.432099
0.026000,-10.295076
0.027000,5.011518
0.028000,-10.355433
0.029000,5.402360
0.030000,-10.405488
0.031000,5.006937
0.032000,-10.445463
0.033000,5.448183
0.034000,-10.475003
0.035000,4.880178
0.036000,-10.493584
0.037000,5.783433
0.038000,-10.502333
0.039000,2.987514
0.040000,-10.500555
0.041000,-5.646079
0.042000,-10.488109
0.043000,-4.960880
0.044000,-10.466322
0.045000,-5.472050
0.046000,-10.433872
0.047000,-5.051759
0.048000,-10.391046
0.049000,-5.442388
0.050000,-10.337251
0.051000,-5.047353
0.052000,-10.274100
0.053000,-5.487570
0.054000,-10.201243
0.055000,-4.920075
0.056000,-10.117650
0.057000,-5.822694
0.058000,-10.024876
0.059000,-3.029486
0.060000,-9.921410
0.061000,5.605614
0.062000,-9.808248
0.063000,4.921202
0.064000,-9.685094
0.065000,5.432138
0.066000,-9.552778
0.067000,5.011610
0.068000,-9.411212
0.069000,5.402102
0.070000,-9.260631
0.071000,5.007505
0.072000,-9.100659
0.073000,5.448310
0.074000,-8.931682
0.075000,4.880625
0.076000,-8.753459
0.077000,5.782622
0.078000,-8.566965
0.079000,2.991167
0.080000,-8.372610
0.081000,-5.644535
0.082000,-8.169258
0.083000,-4.961176
0.084000,-7.958693
0.085000,-5.471612
0.086000,-7.738689
0.087000,-5.051546
0.088000,-7.512691
0.089000,-5.441990
0.090000,-7.278735
0.091000,-5.047081
0.092000,-7.037508
0.093000,-5.487998
0.094000,-6.788993
0.095000,-4.920735
0.096000,-6.534611
0.097000,-5.821839
0.098000,-6.273053
0.099000,-3.032497
0.100000,-6.005657
0.101000,5.604108
0.102000,-5.732689
0.103000,4.921289
0.104000,-5.453872
0.105000,5.431409
0.106000,-5.169157
0.107000,5.012630
0.108000,-4.879629
0.109000,5.401403
0.110000,-4.585578
0.111000,5.007296
0.112000,-4.286708
0.113000,5.447795
0.114000,-3.983733
0.115000,4.881339
0.116000,-3.677397
0.117000,5.782190
0.118000,-3.367121
0.119000,2.993446
0.120000,-3.053415
0.121000,-5.643233
0.122000,-2.735983
0.123000,-4.961978
0.124000,-2.417299
0.125000,-5.471413
0.126000,-2.094956
0.127000,-5.052012
0.128000,-1.771389
0.129000,-5.441509
0.130000,-1.445534
0.131000,-5.047295
0.132000,-1.118839
0.133000,-5.486934
0.134000,-0.790963
0.135000,-4.921294
